PROPERTY_ID,ADDRESS,PROPERTY_TYPE,LOT_SIZE,LATITUDE,LONGITUDE,TOTAL_VALUE,LAND_VALUE,BUILDING_VALUE,GROSS_AREA,YEAR_BUILT,BUILDING_AGE,NEIGHBORHOOD,USE_CODE,TAX_STATUS,CONDO_FLAG,CORRIDOR_SEGMENT
105-58,14 Pleasant St,GEN-OFFICE,1635.0,42.36556569646465,-71.10612997174671,,,,,,,7.0,340,,False,Central Square Area
154-65,1751 Massachusetts Ave,GEN-OFFICE,3192.0,42.38489891262987,-71.1190157516054,,,,,,,8.0,340,,False,Porter Square Area
169-99,1430 Massachusetts Ave,RETAIL-OFFIC,14268.0,42.37414785811766,-71.11928392573294,,,,,,,10.0,345,,False,Harvard Square Area
162-65,14A Eliot St,RETAIL-OFFIC,1542.0,42.37221304542795,-71.12154772630197,,,,,,,10.0,345,,False,Harvard Square Area
86-84,283 Broadway,RETAIL-STORE,4700.0,42.36844661122463,-71.09824675429918,,,,,,,4.0,325,,False,Harvard Square Area
105-89,730 Massachusetts Ave,RETAIL-OFFIC,8615.0,42.36586665094176,-71.10509634721762,,,,,,,7.0,345,,False,Central Square Area
105-77,371 Green St,GEN-OFFICE,10000.0,42.365796009106035,-71.10543405053977,,,,,,,7.0,340,,False,Central Square Area
169-102,1416 Massachusetts Ave,RETAIL-OFFIC,17875.0,42.37391543141281,-71.11964895689972,,,,,,,10.0,345,,False,Harvard Square Area
152-52,818 Somerville Ave,GEN-OFFICE,10286.0,42.38822001614443,-71.11801972404614,,,,,,,11.0,340,,False,Porter Square Area
105-74,678 Massachusetts Ave,RETAIL-OFFIC,4236.0,42.36548631117522,-71.1045215278661,,,,,,,7.0,345,,False,Central Square Area
154-64,1753 Massachusetts Ave,GEN-OFFICE,3192.0,42.38501970185472,-71.11902957056762,,,,,,,8.0,340,,False,Porter Square Area
70-22,730 Main St,GEN-OFFICE,18892.0,42.36270000119946,-71.09557706537744,,,,,,,4.0,340,,False,Central Square Area
169-47,39-41 Brattle St,RETAIL-STORE,8774.0,42.37383040188618,-71.12085894416823,,,,,,,10.0,325,,False,Harvard Square Area
110-90,219 Prospect St,RETAIL-OFFIC,3620.0,42.3708602842637,-71.10014740602253,,,,,,,6.0,345,Other NonTax,False,Harvard Square Area
172-29,9 Waterhouse St,GEN-OFFICE,13687.0,42.37801266174808,-71.1216489047226,,,,,,,9.0,340,Other NonTax,False,Porter Square Area
133-33,1090-1100 Massachusetts Ave,RETAIL-OFFIC,12080.0,42.37039342063038,-71.11374913688428,,,,,,,7.0,345,,False,Harvard Square Area
91-64,875 Main St,GEN-OFFICE,2198.0,42.36363538851097,-71.098948038817,,,,,,,4.0,340,,False,Central Square Area
156-55,7 Mellen St,GEN-OFFICE,5468.0,42.38107608281068,-71.11892745608496,,,,,,,8.0,340,,False,Porter Square Area
156-60,14 Wendell St,GEN-OFFICE,5268.0,42.38145597114092,-71.11851540166774,,,,,,,8.0,340,,False,Porter Square Area
68-19,194 Massachusetts Ave,RETAIL-OFFIC,5990.0,42.36078695616752,-71.09649470606595,,,,,,,5.0,345,,False,Central Square Area
162-68,90-92 Mt Auburn St,RETAIL-OFFIC,5547.0,42.372264340211366,-71.11985526481178,,,,,,,7.0,345,Educ NonTax,False,Harvard Square Area
90-127,106 Prospect St,RETAIL-STORE,2280.0,42.36762030606746,-71.10187154427776,,,,,,,4.0,325,,False,Harvard Square Area
116-117,955 Massachusetts Ave,INV-OFFICE,28940.0,42.369215957686365,-71.1099002738735,,,,,,,6.0,346,,False,Harvard Square Area
133-51,1 Bow St,RETAIL-OFFIC,10990.0,42.372195712124956,-71.11608870361017,,,,,,,7.0,345,,False,Harvard Square Area
111-16,10 Camelia Ave,"Hospitals, Medical Office",3690.0,42.37495052330158,-71.10519423372264,,,,,,,6.0,955,City NonTax,False,Harvard Square Area
160-11,81-93 Mt Auburn St,RETAIL-OFFIC,18365.0,42.372628221481826,-71.11946467087422,,,,,,,7.0,345,,False,Harvard Square Area
169-42,12-30 Palmer St,RETAIL-OFFIC,11029.0,42.37389715305916,-71.12027037929056,,,,,,,10.0,345,,False,Harvard Square Area
122-12,323 Western Ave,RETAIL-STORE,3135.0,42.364713343971,-71.11323358077928,,,,,,,7.0,325,,False,Central Square Area
175-37,1740 Massachusetts Ave,RETAIL-STORE,12424.0,42.38454810743686,-71.11974950102116,,,,,,,9.0,325,,False,Porter Square Area
84-12,187 Hampshire St,RETAIL-STORE,5115.0,42.37285531004188,-71.09919594386248,,,,,,,3.0,325,,False,Harvard Square Area
162-62,76 Mt Auburn St,Higher Ed and Comm Mixed,7622.0,42.37183655986447,-71.1189078230252,,,,,,,7.0,942,,False,Harvard Square Area
174-33,1676 Massachusetts Ave,RETAIL-STORE,4347.0,42.382312580231556,-71.12006493394559,,,,,,,9.0,325,,False,Porter Square Area
160-46,1270 Massachusetts Ave,Higher Ed and Comm Mixed,5228.0,42.372486275063395,-71.11665351439456,,,,,,,7.0,942,,False,Harvard Square Area
83-80,1301 Cambridge St,RETAIL-STORE,8241.0,42.373759468515885,-71.09934015014058,,,,,,,3.0,325,,False,Harvard Square Area
168-41,127 Mt Auburn St,GEN-OFFICE,13968.0,42.37383376592401,-71.12333911888531,,,,,,,10.0,340,,False,Harvard Square Area
140-156,22 Roberts Rd,"Hospitals, Medical Office",27074.0,42.376183201571166,-71.10798500426586,,,,,,,6.0,955,,False,Porter Square Area
85-76,284 Norfolk St,RETAIL-OFFIC,21705.0,42.371169983743684,-71.09708292229702,,,,,,,3.0,345,,False,Harvard Square Area
133-14,1218 Massachusetts Ave,RETAIL-OFFIC,2017.0,42.371996392308546,-71.11552388613401,,,,,,,7.0,345,,False,Harvard Square Area
83-7,1381 Cambridge St,RETAIL-OFFIC,4410.0,42.37391448780522,-71.10067004213147,,,,,,,3.0,345,,False,Harvard Square Area
152-25,822 Somerville Ave,RETAIL-STORE,50646.0,42.3885848854137,-71.11803552063833,,,,,,,11.0,325,,False,Porter Square Area
166-33,138 Mt Auburn St,GEN-OFFICE,4912.0,42.37375696936727,-71.12436768126119,,,,,,,10.0,340,,False,Harvard Square Area
