PROPERTY_ID,ADDRESS,CORRIDOR_SEGMENT,TOTAL_VALUE,PRICE_PER_SQFT,RED_LINE_DISTANCE,NEAREST_STATION,ON_MASS_AVE,ON_MAIN_ST,LATITUDE,LONGITUDE,GROSS_AREA,YEAR_BUILT,BUILDING_AGE,ADDRESS_scores,SPATIAL_INVESTMENT_SCORE,TOTAL_VALUE_scores,RED_LINE_DISTANCE_scores,NEAREST_STATION_scores,PROPERTY_TYPE,LAND_VALUE,IMPROVEMENT_VALUE,SEGMENT_PSF_RATIO,VALUE_OPPORTUNITY_SCORE,TRANSIT_SCORE,PROXIMITY_ZONE,LIFECYCLE_SCORE,SIZE_EFFICIENCY,SEGMENT_VALUE_POSITION,INVESTMENT_TYPE,SEGMENT_VALUE_POSITION_NORMALIZED,COMPOSITE_INVESTMENT_SCORE,INVESTMENT_SCORE_100,ESTIMATED_PURCHASE_PRICE,TRANSACTION_COSTS,TOTAL_ACQUISITION_COST,RENOVATION_NEEDED,RENOVATION_COST,TOTAL_INVESTMENT,ANNUAL_RENT_POTENTIAL,LOCATION_RENT_MULTIPLIER,ADJUSTED_ANNUAL_RENT,ANNUAL_OPERATING_EXPENSES,NET_OPERATING_INCOME,VALUE_YEAR_1,VALUE_YEAR_2,VALUE_YEAR_3,VALUE_YEAR_4,VALUE_YEAR_5,EXIT_VALUE,EXIT_TRANSACTION_COSTS,NET_EXIT_VALUE,TOTAL_CASH_FLOW,TOTAL_RETURN,TOTAL_ROI_PERCENT,ANNUALIZED_ROI,ROI_SCORE,RISK_FACTOR,RISK_ADJUSTED_ROI,MARKET_CONCENTRATION_RISK,AGE_RISK,SIZE_RISK,LOCATION_RISK,RENT_RATIO,FINANCIAL_LEVERAGE_RISK,RENOVATION_RISK,PRICING_RISK,TOTAL_RISK_SCORE,MAX_POSSIBLE_RISK,RISK_SCORE_NORMALIZED,OVERALL_RISK_CATEGORY,RISK_ADJUSTED_INVESTMENT_SCORE
14237,1868 Massachusetts Ave,Mass Ave - Porter,10143000.0,608.3853166986564,96.42931226900446,Porter Square,True,False,42.38790074,-71.11971094,16672,2017,7,1868 Massachusetts Ave,85.0,10143000.0,96.42931226900446,Porter Square,Mixed-Use,3042900.0,7100100.0,0.67591229608933,1.0,0.9162916294027182,Premium,0.6,0.8,0.9660388588495268,Growth Play,0.01803623714826265,0.6768655733101963,85.28895049921856,10143000.0,811440.0,10954440.0,0,250080.0,11204520.0,712728.0,1.2,855273.6,202860.0,652413.6,10641659.459970318,11164834.473230382,11713730.295874478,12289611.437901367,12893804.576309029,12893804.576309029,515752.1830523612,12378052.393256668,3262068.0,4435600.393256668,39.58759851610482,6.897947632383805,0.2,0.9,7.664386258204228,Low,Low,Medium,Low,13.10049427400276,Low,Low,Low,7,18,0.3888888888888889,Low Risk,93.81784554914042
4663,641 Massachusetts Ave,Mass Ave - Central,39962300.0,493.8494809688582,69.64135191281707,Central Square,True,False,42.36572508,-71.1031539,80920,1950,74,641 Massachusetts Ave,80.0,39962300.0,69.64135191281707,Central Square,Mixed-Use,11988690.0,27973610.0,0.5990902959183073,1.0,0.9395457256964423,Premium,0.8,0.8,1.182815787917734,Redevelopment Candidate,0.02208352786035946,0.7223258507113604,93.35953277208138,39962300.0,3196984.0,43159284.0,1,6069000.0,49228284.0,3459330.0,1.2,4151196.0,799246.0,3351950.0,41936256.08153999,44007716.626332805,46181497.91192543,48462654.11809654,50856489.078146026,50856489.078146026,2034259.563125841,48822229.515020184,16759750.0,16353695.515020184,33.22012100811839,5.904390413424787,0.2,1.2,4.9203253445206565,Low,Medium,High,Low,11.85881662566243,Low,Medium,Low,10,18,0.5555555555555556,Medium Risk,93.35953277208138
14534,1986 Massachusetts Ave,Mass Ave - Porter,3915800.0,225.27902427798873,300.488784584276,Porter Square,True,False,42.39007871,-71.12112376,17382,1979,45,1986 Massachusetts Ave,75.0,3915800.0,300.488784584276,Porter Square,Mixed-Use,1174740.0,2741060.0,0.25028359229110164,1.0,0.7391516547360827,High,1.0,0.8,0.372948335155573,Value-Add Opportunity,0.006963058012931764,0.7192229425498029,92.80867217389361,3915800.0,313264.0,4229064.0,1,1303650.0,5532714.0,743080.5,1.1,817388.55,78316.0,739072.55,4101375.700496156,4295746.1148731625,4499328.037959436,4712558.017122395,4935893.288371249,4935893.288371249,197435.73153484997,4738457.556836399,3695362.75,2901106.3068364,52.43550103685822,8.797076243915768,0.4,1.0,8.797076243915768,Low,Low,Medium,Low,6.768760378695813,Low,High,Low,9,18,0.5,Medium Risk,92.80867217389361
187369,1979 Massachusetts Ave,Mass Ave - Porter,1622400.0,703.8611713665944,282.00508893491656,Porter Square,True,False,42.39038208,-71.12058932,2305,2005,19,1979 Massachusetts Ave,75.0,1622400.0,282.00508893491656,Porter Square,Mixed-Use,486720.0,1135680.0,0.7819853757288597,1.0,0.7551969837861093,High,0.6,1.0,0.1545205012912819,Undervalued Asset,0.0028849444098729485,0.6716163856391965,84.35705999202565,1622400.0,129792.0,1752192.0,0,34575.0,1786767.0,98538.75,1.1,108392.62500000001,32448.0,75944.62500000001,1699548.3158649458,1780365.186118943,1865025.0577496488,1953710.6730426152,2046613.4640390452,2046613.4640390452,81864.53856156181,1964748.9254774833,379723.12500000006,557705.0504774833,31.213082090585026,5.583347563478647,0.2,0.9,6.203719514976274,Low,Low,Low,Low,16.48405983285456,Medium,Low,Low,7,18,0.3888888888888889,Low Risk,92.79276599122822
2566,455 Main St,Main St - Kendall,248888600.0,983.6833098171268,332.4675016946115,Kendall/MIT,False,True,42.36329329,-71.08938824,253017,1980,44,455 Main St,50.0,248888600.0,332.4675016946115,Kendall/MIT,Mixed-Use,74666580.0,174222020.0,0.4506586215004398,1.0,0.7113915656085154,High,1.0,0.8,1.3587848489458718,Value-Add Opportunity,0.025368923355982027,0.7173520977928995,92.4765403129922,248888600.0,19911088.0,268799688.0,1,18976275.0,287775963.0,10816476.75,1.1,11898124.425,4977772.0,6920352.425000001,260614716.5081611,272893296.28046113,285750368.0245298,299213186.7623328,313310291.6066418,313310291.6066418,12532411.664265674,300777879.94237614,34601762.125,47603679.06737614,16.541923297247774,3.108967074037716,0.2,1.0,3.108967074037716,Low,Low,High,Low,24.186664093768368,High,Low,Low,10,18,0.5555555555555556,Medium Risk,92.4765403129922
6717,675 Massachusetts Ave,Mass Ave - Central,64903600.0,667.7325102880659,149.0432585262359,Central Square,True,False,42.36625861,-71.10377864,97200,1961,63,675 Massachusetts Ave,80.0,64903600.0,149.0432585262359,Central Square,Mixed-Use,19471080.0,45432520.0,0.8100283236057048,1.0,0.8706185077320012,Premium,0.8,0.8,1.9210356454132378,Redevelopment Candidate,0.035866315473274214,0.7112969646410551,91.4015699637385,64903600.0,5192288.0,70095888.0,1,7290000.0,77385888.0,4155300.0,1.2,4986360.0,1298072.0,3688288.0,68064806.75378434,71379983.8287862,74856630.53196716,78502611.43292172,82326174.15442654,82326174.15442654,3293046.9661770617,79033127.18824948,18441440.0,20088679.188249484,25.95909888408786,4.723924521859502,0.2,1.2,3.9366037682162514,Low,Medium,High,Low,15.519511724080948,Medium,Low,Low,10,18,0.5555555555555556,Medium Risk,91.4015699637385
6717,675 Massachusetts Ave,Mass Ave - Central,64903600.0,667.7325102880659,149.0432585262359,Central Square,True,False,42.36625861,-71.10377864,97200,1961,63,675 Massachusetts Ave,55.0,64903600.0,149.0432585262359,Central Square,Mixed-Use,19471080.0,45432520.0,0.8100283236057048,1.0,0.8706185077320012,Premium,0.8,0.8,1.9210356454132378,Redevelopment Candidate,0.035866315473274214,0.7112969646410551,91.4015699637385,64903600.0,5192288.0,70095888.0,1,7290000.0,77385888.0,4155300.0,1.2,4986360.0,1298072.0,3688288.0,68064806.75378434,71379983.8287862,74856630.53196716,78502611.43292172,82326174.15442654,82326174.15442654,3293046.9661770617,79033127.18824948,18441440.0,20088679.188249484,25.95909888408786,4.723924521859502,0.2,1.2,3.9366037682162514,Low,Medium,High,Low,15.519511724080948,Medium,Low,Low,10,18,0.5555555555555556,Medium Risk,91.4015699637385
6717,675 Massachusetts Ave,Mass Ave - Central,64903600.0,667.7325102880659,149.0432585262359,Central Square,True,False,42.36625861,-71.10377864,97200,1961,63,675 Massachusetts Ave,55.0,64903600.0,149.0432585262359,Central Square,Mixed-Use,19471080.0,45432520.0,0.8100283236057048,1.0,0.8706185077320012,Premium,0.8,0.8,1.9210356454132378,Redevelopment Candidate,0.035866315473274214,0.7112969646410551,91.4015699637385,64903600.0,5192288.0,70095888.0,1,7290000.0,77385888.0,4155300.0,1.2,4986360.0,1298072.0,3688288.0,68064806.75378434,71379983.8287862,74856630.53196716,78502611.43292172,82326174.15442654,82326174.15442654,3293046.9661770617,79033127.18824948,18441440.0,20088679.188249484,25.95909888408786,4.723924521859502,0.2,1.2,3.9366037682162514,Low,Medium,High,Low,15.519511724080948,Medium,Low,Low,10,18,0.5555555555555556,Medium Risk,91.4015699637385
184974,1336-1362 Massachusetts Ave,Mass Ave - Harvard,146966700.0,482.88872314349646,111.55634447292836,Harvard Square,True,False,42.37265852,-71.11864834,304349,1960,64,1336-1362 Massachusetts Ave,90.0,146966700.0,111.55634447292836,Harvard Square,Mixed-Use,44090010.0,102876690.0,0.09055386014259408,1.0,0.9031601532159892,Premium,0.8,0.8,0.09328659840256973,Redevelopment Candidate,0.0017416889560190711,0.7109803684344017,91.34536450527804,146966700.0,11757336.0,158724036.0,1,22826175.0,181550211.0,13010919.75,1.2,15613103.7,2939334.0,12673769.7,154172712.67289647,161732047.68780613,169662029.00501493,177980830.0063266,186707515.14355984,186707515.14355984,7468300.605742394,179239214.53781745,63368848.5,61057852.03781745,33.63138588575777,5.969697473575164,0.2,1.2,4.9747478946459704,High,Medium,High,Low,11.628065941298658,Low,Medium,Low,10,18,0.5555555555555556,Medium Risk,91.34536450527804
14035,1712 Massachusetts Ave,Mass Ave - Porter,4371800.0,647.674074074074,548.6150418418729,Porter Square,True,False,42.3835375,-71.11988554,6750,1967,57,1712 Massachusetts Ave,65.0,4371800.0,548.6150418418729,Porter Square,Mixed-Use,1311540.0,3060260.0,0.7195618607307275,1.0,0.5237581793632251,Medium,1.0,1.0,0.4163786535658446,Value-Add Opportunity,0.007773915169552859,0.7063064189065555,90.51559626891604,4371800.0,349744.0,4721544.0,1,506250.0,5227794.0,288562.5,1.0,288562.5,87436.0,201126.5,4569569.6600854015,4776285.941345216,4992353.567286597,5218195.570129456,5454254.119048358,5454254.119048358,218170.1647619343,5236083.9542864235,1005632.5,1013922.4542864235,19.39484329884505,3.608912187909419,0.2,1.0,3.608912187909419,Low,Medium,Low,Medium,18.116615580279557,Medium,Low,Low,9,18,0.5,Medium Risk,90.51559626891604
